序号,提交答卷时间,所用时间,来源,来自IP,1、您的年龄：,2、性别：,3、月收入:,4、职业：,5、学历：,6、居住地：,7、您的籍贯是否为湖南地区：,8、您是否线下观看过浏阳烟花,9、您认为传承浏阳烟花重要性：,10、您对浏阳烟花是否感兴趣：,11、您对于浏阳烟花是否了解：,12、您更喜欢哪一类浏阳烟花产品,13、您更喜欢哪种浏阳烟花演出形式,14、您对浏阳烟花的满意程度—造型,14、色彩,14、节奏,14、配乐,14、创意,14、主题,14、观赏环境,14、燃放效果,14、欣赏难度,14、宣传工作,14、价格,14、安全隐患,14、环保指标,15、您主要是通过哪些途径接触和了解到浏阳烟花的？(线下节庆现场观赏),15、(电视烟花晚会/直播),15、(短视频),15、(亲友同事分享),15、(线下/电商购买烟花),15、(新闻媒体报道),15、(文旅宣传/景区推荐),15、(其他（请注明）),15、(从未了解过),16、您认为浏阳烟花与哪些形式结合更利于它的传承与发展(文旅融合（烟花观赏＋景区游览）),16、(节庆赛事（烟花晚会＋特色节庆）),16、(数字传播（短视频＋直播实景）),16、(非遗科普（研学体验+文化讲解）),16、(文创开发（烟花周边＋文创产品）),16、(科技赋能（智能烟花+特效研发）),16、(跨界合作（影视综艺+品牌联名）),16、(其他（自填）),17、请选择符合您实际情况的选项—欣赏浏阳烟花非遗展演是文化素养的体现,17、观看浏阳烟花创意秀会给您带来愉悦体验,17、了解浏阳烟花会让您收获传统文化认知,17、参与浏阳烟花活动能助力其非遗传承与产业发展,18、请选择符合您实际情况的选项—家中长辈参与浏阳烟花非遗活动，会带动您参与,18、亲朋好友推荐浏阳烟花活动，会促使您一同参与,18、媒体对浏阳烟花的宣传，会吸引您关注相关活动,18、明星/博主推广浏阳烟花，会提升您的参与兴趣,19、请选择符合您实际情的选项—您有时间参与浏阳烟花非遗相关活动,19、您能承担浏阳烟花展演门票、文创产品的费用,19、您具备欣赏浏阳烟花非遗艺术特色的审美能力,20、请根据您的实际情况，选择最符合您态度的选项：—您愿意了解浏阳烟花的相关知识,20、您愿意参与免费的浏阳烟花相关活动,20、您愿意参与付费的浏阳烟花相关活动,20、您愿意对浏阳烟花进行宣传,21、在过去一年中，您参与以下浏阳烟花相关活动的频率为—现场观看浏阳烟花节、主题烟花秀或大型烟花无人机表演,21、通过短视频、直播平台观看浏阳烟花相关内容,21、关注与浏阳烟花相关的官方账号、媒体报道或纪录片,21、参观浏阳烟花博物馆、非遗工坊或生产展示基地,21、参与浏阳烟花主题的文旅活动、研学项目或文化节,21、购买或收藏浏阳烟花主题文创产品或纪念品,22、您可以接受一年内在浏阳烟花相关文化活动或产品上的支出为：,23、本题请选D,所用时间_数值
564,2026/2/27 16:06:32,133秒,微信,123.187.208.109(辽宁-辽阳),2,2,2,2,2,2,1,1,5,5,5.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4,3,3,4,2,2,2,5,2,2,3,2,3,2,3,3,3,4,3,2,3,5,4,133
565,2026/2/27 16:06:44,166秒,微信,121.206.7.60(福建-漳州),2,2,1,2,3,7,1,1,2,2,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,2,3,2,3,3,3,3,1,1,2,3,2,4,3,2,2,2,2,2,2,2,4,166
566,2026/2/27 16:06:54,192秒,微信,117.69.231.109(安徽-淮北),3,2,1,2,4,3,1,1,5,4,5.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,3,4,4,4,4,4,3,3,3,3,3,1,3,5,4,4,5,4,5,1,4,192
568,2026/2/27 16:07:21,278秒,微信,180.112.148.238(江苏-无锡),2,1,1,2,3,9,1,1,4,5,5.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,4,2,4,4,4,4,4,5,5,5,4,4,4,3,4,4,3,3,4,3,2,4,278
569,2026/2/27 16:07:33,185秒,微信,111.72.198.107(江西-鹰潭),2,1,2,2,3,2,2,1,2,3,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2,1,2,1,1,3,1,2,2,2,4,4,4,4,4,4,5,4,4,4,5,4,185
570,2026/2/27 16:07:42,125秒,微信,111.72.195.171(江西-鹰潭),3,1,2,2,5,4,1,2,4,5,4.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,5,5,5,4,3,3,1,3,4,4,3,4,4,4,4,2,3,2,2,1,2,1,4,125
571,2026/2/27 16:07:50,212秒,微信,14.104.21.247(重庆-重庆),4,2,1,3,4,9,1,1,3,3,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,4,4,5,3,3,2,3,1,1,1,1,2,3,2,2,1,2,4,4,212
573,2026/2/27 16:08:03,202秒,微信,121.234.104.229(江苏-盐城),3,2,2,2,3,9,2,1,3,2,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,3,3,3,3,3,2,3,3,3,3,2,3,4,3,4,5,4,5,3,5,5,1,4,202
574,2026/2/27 16:08:23,218秒,微信,42.179.218.124(辽宁-鞍山),3,2,1,2,3,6,1,1,5,5,4.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,218
575,2026/2/27 16:08:32,128秒,微信,121.239.246.101(江苏-苏州),1,1,2,2,4,9,2,2,2,2,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,3,3,4,2,2,2,1,1,1,1,2,2,1,4,3,2,3,2,3,2,5,4,128
576,2026/2/27 16:08:49,143秒,微信,42.179.216.129(辽宁-鞍山),4,1,2,2,4,4,2,1,5,4,5.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,2,2,4,3,3,2,4,5,1,3,4,5,4,4,4,4,4,4,3,4,2,4,143
577,2026/2/27 16:08:59,206秒,微信,114.233.157.134(江苏-泰州),2,1,3,2,3,2,1,1,4,4,4.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,4,4,4,5,4,5,4,4,4,4,4,5,4,5,5,4,4,3,3,5,4,2,4,206
578,2026/2/27 16:09:15,284秒,微信,180.127.136.22(江苏-连云港),2,1,1,2,3,2,2,1,4,4,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,5,5,5,4,5,5,5,5,4,5,4,4,4,4,4,3,3,3,3,3,2,1,4,284
581,2026/2/27 16:09:53,283秒,微信,121.227.150.172(江苏-苏州),3,2,2,2,3,2,1,2,3,3,2.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,5,4,4,5,4,4,5,5,5,5,4,5,4,4,4,4,3,4,1,4,283
582,2026/2/27 16:10:02,286秒,微信,117.83.117.184(江苏-苏州),2,2,3,2,2,1,1,1,3,3,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,2,2,2,2,2,1,2,3,3,3,3,4,5,5,5,1,1,1,1,2,1,2,4,286
583,2026/2/27 16:10:10,183秒,微信,119.113.207.251(辽宁-大连),3,2,1,4,3,2,1,1,4,3,4.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,5,5,4,5,4,4,4,4,3,2,3,3,1,5,5,4,4,5,4,4,4,4,4,183
584,2026/2/27 16:10:21,234秒,微信,121.225.79.207(江苏-南京),2,2,3,2,2,4,1,1,4,4,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,3,2,3,2,3,1,2,4,4,5,4,3,4,3,4,234
585,2026/2/27 16:10:30,151秒,微信,42.249.188.227(辽宁-鞍山),3,2,2,3,4,9,1,1,2,2,4.0,3.0,1.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,4,4,4,4,3,4,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,151
587,2026/2/27 16:10:50,222秒,微信,171.106.201.17(广西-桂林),4,2,2,2,4,2,2,2,4,5,3.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,3,1,4,3,3,3,3,3,4,4,4,5,5,5,4,2,4,1,2,3,2,2,4,222
588,2026/2/27 16:10:58,131秒,微信,115.207.242.54(浙江-湖州),4,2,3,3,4,5,1,1,4,4,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,5,5,5,5,3,4,3,4,4,5,4,5,5,3,5,3,1,3,3,3,3,1,4,131
589,2026/2/27 16:11:08,152秒,微信,220.190.46.139(浙江-温州),3,1,3,3,1,4,1,1,3,3,4.0,2.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,3,1,3,3,2,4,2,2,5,3,5,3,4,3,3,2,3,2,4,2,2,1,4,152
591,2026/2/27 16:11:30,281秒,微信,218.73.110.17(浙江-嘉兴),2,1,3,2,5,9,1,2,5,5,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,4,3,3,3,3,5,5,4,4,4,4,3,5,4,5,5,5,5,2,4,281
592,2026/2/27 16:11:40,297秒,微信,27.28.166.214(湖北-咸宁),3,2,3,3,1,2,1,2,1,3,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,3,3,1,4,4,2,2,4,297
593,2026/2/27 16:11:48,278秒,微信,175.171.142.121(辽宁-大连),4,2,2,3,2,3,1,1,4,5,3.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,3,3,3,3,3,4,3,3,3,3,4,3,5,4,4,4,4,5,4,2,3,4,278
594,2026/2/27 16:12:19,212秒,微信,182.204.179.3(辽宁-锦州),3,2,2,2,4,1,1,1,4,4,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,4,4,4,2,2,2,2,3,4,2,3,3,3,2,3,3,5,3,3,3,5,4,212
595,2026/2/27 16:12:27,192秒,微信,123.182.59.81(河北-张家口),4,1,3,2,4,1,1,1,4,4,4.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,3,2,3,4,3,4,3,4,5,5,4,3,3,3,3,3,2,5,3,2,3,2,4,192
596,2026/2/27 16:12:54,155秒,微信,106.119.249.163(河北-唐山),2,2,2,2,4,1,1,1,3,3,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,3,3,3,4,3,3,3,3,3,3,4,2,3,2,2,3,3,4,3,4,1,4,4,155
597,2026/2/27 16:13:02,226秒,微信,1.199.160.246(河南-三门峡),2,2,2,3,4,2,2,1,3,3,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,4,5,4,4,3,2,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,1,4,226
598,2026/2/27 16:13:09,150秒,微信,119.41.196.175(海南-三亚),3,1,2,2,4,7,1,1,3,4,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4,3,4,4,3,3,2,4,3,1,3,3,3,2,2,3,3,3,3,3,3,2,4,150
599,2026/2/27 16:13:20,253秒,微信,60.184.251.114(浙江-丽水),2,2,1,2,3,3,1,1,3,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,5,3,1,1,2,1,1,1,1,2,1,1,1,1,3,4,2,3,1,2,1,4,253
600,2026/2/27 16:13:31,247秒,微信,49.69.204.54(江苏-盐城),2,2,2,2,4,7,2,2,5,5,3.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,2,2,1,4,5,5,5,5,3,4,3,1,1,1,2,5,4,5,3,5,5,2,4,247
603,2026/2/27 16:16:50,233秒,微信,111.72.194.150(江西-鹰潭),4,1,2,3,4,3,2,1,4,5,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,4,3,3,4,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,233
605,2026/2/27 16:17:12,261秒,微信,58.52.87.3(湖北-荆门),3,2,2,3,3,9,1,2,4,4,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,3,2,3,3,4,4,4,4,5,5,5,3,3,3,4,4,3,4,4,4,3,2,4,261
608,2026/2/27 16:17:39,212秒,微信,122.241.60.75(浙江-丽水),2,1,2,2,4,9,1,1,3,3,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,4,4,3,4,4,4,1,4,212
610,2026/2/27 16:17:57,148秒,微信,119.183.107.70(山东-日照),2,1,3,2,1,5,1,2,3,2,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,2,4,4,4,4,2,2,1,3,1,2,3,3,5,3,3,2,3,3,4,148
611,2026/2/27 16:18:03,253秒,微信,49.71.143.244(江苏-泰州),1,2,3,2,3,9,2,1,3,3,3.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,4,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,5,3,1,4,253
612,2026/2/27 16:18:11,242秒,微信,221.235.197.25(湖北-襄阳),3,1,3,3,2,2,1,1,4,2,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,4,5,4,4,5,5,4,5,4,5,5,2,1,2,3,2,1,2,4,242
613,2026/2/27 16:18:22,277秒,微信,119.183.97.195(山东-日照),3,2,2,2,3,2,1,2,3,3,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4,4,3,3,2,2,2,2,3,3,5,5,5,5,5,4,4,4,4,4,4,2,4,277
614,2026/2/27 16:18:33,153秒,微信,59.60.210.87(福建-三明),4,1,3,2,2,2,1,1,3,3,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,3,3,5,3,1,1,1,1,2,2,2,3,3,3,3,1,1,1,1,1,1,3,4,153
615,2026/2/27 16:19:02,188秒,微信,123.182.209.97(河北-邯郸),4,2,2,1,3,8,1,1,3,4,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,3,3,4,3,4,4,4,4,2,3,2,3,3,3,3,3,3,3,3,3,3,2,4,188
616,2026/2/27 16:19:16,182秒,微信,122.241.58.54(浙江-丽水),3,1,2,2,4,6,1,2,4,4,4.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,5,5,3,5,3,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,182
617,2026/2/27 16:19:27,299秒,微信,120.38.158.229(福建-漳州),2,1,2,1,3,2,1,1,4,3,4.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2,2,1,2,2,4,2,2,3,3,3,1,1,1,1,1,1,3,3,1,2,3,4,299
618,2026/2/27 16:19:33,157秒,微信,49.71.161.65(江苏-泰州),3,2,3,2,4,2,1,1,4,5,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,5,3,3,4,1,1,1,1,4,3,4,1,2,1,1,4,5,5,5,4,5,2,4,157
619,2026/2/27 16:19:45,128秒,微信,115.211.229.100(浙江-金华),2,1,3,3,4,6,1,1,2,2,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,4,5,4,4,1,4,2,1,3,4,2,3,4,3,3,2,2,2,2,3,2,4,4,128
620,2026/2/27 16:19:59,257秒,微信,49.83.246.248(江苏-盐城),2,1,2,2,2,9,2,1,3,3,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,4,2,2,2,2,1,3,3,3,1,1,1,1,4,4,3,4,4,4,2,4,257
621,2026/2/27 16:20:07,198秒,微信,122.239.147.240(浙江-温州),3,1,4,2,4,4,2,2,2,2,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,3,3,3,3,1,1,1,2,2,5,3,4,4,4,4,2,2,2,2,2,2,5,4,198
622,2026/2/27 16:20:15,136秒,微信,60.167.22.89(安徽-芜湖),4,2,3,2,2,9,1,1,5,5,5.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,5,4,5,4,4,3,4,5,3,5,4,4,4,4,5,5,5,4,4,4,1,4,136
623,2026/2/27 16:20:26,225秒,微信,116.149.188.54(安徽-安庆),2,2,3,2,4,8,1,1,3,3,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,3,3,4,3,3,3,3,4,4,2,4,3,3,3,3,2,2,2,4,2,2,2,4,225
625,2026/2/27 16:20:52,189秒,微信,59.56.213.143(福建-泉州),3,1,2,2,4,3,2,1,4,4,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,5,4,4,5,4,3,5,4,2,5,5,5,5,5,5,4,5,5,5,2,4,189
626,2026/2/27 16:21:03,160秒,微信,123.187.210.251(辽宁-辽阳),2,1,3,2,2,4,2,1,5,5,3.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,5,5,5,4,5,5,5,5,4,2,5,5,4,5,2,5,5,3,4,160
627,2026/2/27 16:21:13,256秒,微信,122.239.159.161(浙江-温州),4,1,3,2,1,6,1,1,2,2,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,3,2,3,2,3,3,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,4,256
628,2026/2/27 16:21:21,125秒,微信,182.38.125.127(山东-威海),2,1,1,2,3,7,1,1,5,5,5.0,4.0,1.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4,4,4,4,5,5,5,5,5,5,5,3,3,3,3,5,5,3,1,5,5,1,4,125
629,2026/2/27 16:21:28,300秒,微信,223.247.46.180(安徽-池州),1,1,4,3,2,2,1,2,3,3,3.0,3.0,1.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,3,1,1,5,4,4,5,5,4,5,5,4,5,3,5,5,1,5,5,4,5,4,300
630,2026/2/27 16:21:35,231秒,微信,114.224.145.28(江苏-无锡),2,2,3,4,4,2,1,1,5,5,2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,2,3,2,2,5,5,4,5,1,2,1,5,5,5,5,4,4,3,3,4,3,2,4,231
632,2026/2/27 16:21:49,276秒,微信,114.103.88.70(安徽-池州),2,2,3,2,4,9,1,2,5,5,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,4,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,2,4,276
634,2026/2/27 16:22:11,137秒,微信,222.133.156.142(山东-日照),3,1,4,3,2,9,2,2,5,5,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,5,5,5,4,5,3,4,4,4,4,4,5,4,2,4,137
636,2026/2/27 16:22:39,179秒,微信,180.112.148.230(江苏-无锡),4,1,4,2,4,9,1,2,4,2,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,4,4,4,4,4,4,4,2,4,5,3,4,5,3,4,4,4,3,2,4,4,4,4,179
637,2026/2/27 16:22:47,231秒,微信,49.69.165.69(江苏-盐城),2,1,3,2,4,2,1,1,4,4,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,5,5,3,4,4,3,4,5,5,5,4,4,4,5,4,3,4,5,5,4,3,4,231
638,2026/2/27 16:23:08,188秒,微信,119.132.29.181(广东-珠海),2,2,2,2,3,9,2,1,5,4,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,3,3,4,188
639,2026/2/27 16:23:18,137秒,微信,110.84.201.83(福建-福州),4,2,3,3,4,9,2,1,2,2,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,4,2,2,3,4,3,1,3,3,2,2,2,1,2,2,2,1,2,2,2,2,4,137
640,2026/2/27 16:23:28,204秒,微信,27.156.198.80(福建-宁德),2,2,2,2,3,6,1,1,2,2,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,4,5,5,1,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,204
641,2026/2/27 16:23:37,138秒,微信,27.29.167.179(湖北-襄阳),3,1,2,2,3,6,1,1,5,5,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,4,5,4,3,4,3,5,4,4,3,4,4,4,4,4,4,5,4,2,4,4,3,4,138
